id,race,gender,strip_search,items_found
63478,East/Southeast Asian,M,No,NA
63479,White,F,No,NA
63480,Black,M,No,NA
63481,Unknown or Legacy,F,No,NA
63482,Black,M,No,NA
63483,Black,M,No,NA
63484,Black,M,No,NA
63485,Unknown or Legacy,M,No,NA
63486,Black,M,No,NA
63487,Unknown or Legacy,M,No,NA
63488,Black,M,No,NA
63489,White,M,No,NA
63490,Unknown or Legacy,M,No,NA
63491,South Asian,M,No,NA
63492,Middle-Eastern,M,No,NA
63493,Middle-Eastern,F,No,NA
63494,Middle-Eastern,M,No,NA
63495,Middle-Eastern,M,No,NA
63496,Black,M,No,NA
63497,White,M,No,NA
63498,White,M,No,NA
63499,Middle-Eastern,M,No,NA
63500,Middle-Eastern,M,No,NA
63501,Middle-Eastern,M,No,NA
63502,East/Southeast Asian,M,No,NA
63503,Middle-Eastern,M,No,NA
63504,White,M,No,NA
63505,White,M,No,NA
63506,East/Southeast Asian,M,No,NA
63507,White,M,No,NA
63508,White,M,No,NA
63509,Black,F,No,NA
63510,Unknown or Legacy,F,No,NA
63511,Unknown or Legacy,F,No,NA
63512,Black,M,No,NA
63513,White,M,No,NA
63514,Black,F,No,NA
63515,White,F,No,NA
63516,White,M,No,NA
63517,White,F,No,NA
63518,Unknown or Legacy,F,No,NA
63519,White,M,No,NA
63520,Unknown or Legacy,M,No,NA
63521,White,M,No,NA
63522,White,F,No,NA
63523,Unknown or Legacy,M,No,NA
63524,White,M,No,NA
63525,White,M,No,NA
63526,White,M,No,NA
63527,White,F,No,NA
63528,Middle-Eastern,M,No,NA
63529,Black,M,No,NA
63530,Latino,F,No,NA
63531,White,F,No,NA
63532,East/Southeast Asian,F,No,NA
63533,East/Southeast Asian,F,No,NA
63534,Black,F,No,NA
63535,Middle-Eastern,M,No,NA
63536,South Asian,M,No,NA
63537,White,F,No,NA
63538,Black,M,No,NA
63539,East/Southeast Asian,M,No,NA
63540,Black,M,No,NA
63541,White,M,No,NA
63542,Black,F,No,NA
63543,Black,M,No,NA
63544,White,M,No,NA
63545,White,M,No,NA
63546,White,M,No,NA
63547,Black,F,No,NA
63548,White,F,No,NA
63549,Unknown or Legacy,M,No,NA
63550,White,M,No,NA
63551,Latino,M,No,NA
63552,White,M,No,NA
63553,White,M,No,NA
63554,Indigenous,M,No,NA
63555,Indigenous,M,No,NA
63556,Indigenous,M,No,NA
63557,Middle-Eastern,M,No,NA
63558,Black,F,No,NA
63559,White,F,No,NA
63560,White,M,No,NA
63561,White,F,Yes,1
63562,Black,M,No,NA
63563,White,M,No,NA
63564,Black,M,No,NA
63565,White,F,No,NA
63566,South Asian,M,No,NA
63567,White,F,No,NA
63568,Unknown or Legacy,F,No,NA
63569,East/Southeast Asian,F,No,NA
63570,Black,M,No,NA
63571,Unknown or Legacy,M,No,NA
63572,White,F,No,NA
63573,Middle-Eastern,M,No,NA
63574,White,M,No,NA
63575,Middle-Eastern,M,No,NA
63576,White,M,No,NA
63577,South Asian,M,No,NA
63578,Black,F,No,NA
63579,White,M,No,NA
63580,East/Southeast Asian,M,No,NA
63581,East/Southeast Asian,M,No,NA
63582,Latino,M,No,NA
63583,Unknown or Legacy,F,No,NA
63584,White,M,No,NA
63585,White,F,No,NA
63586,Black,F,No,NA
63587,Middle-Eastern,F,No,NA
63588,Black,F,No,NA
63589,Latino,M,No,NA
63590,White,M,No,NA
63591,White,F,No,NA
63592,White,F,No,NA
63593,Unknown or Legacy,F,No,NA
63594,South Asian,M,No,NA
63595,White,M,No,NA
63596,South Asian,F,No,NA
63597,Black,F,No,NA
63598,White,F,No,NA
63599,Black,M,No,NA
63600,Middle-Eastern,M,No,NA
63601,Black,M,Yes,0
63602,White,M,No,NA
63603,White,M,Yes,0
63604,White,F,No,NA
63605,White,F,No,NA
63606,White,F,No,NA
63607,Latino,F,No,NA
63608,South Asian,M,No,NA
63609,Middle-Eastern,M,No,NA
63610,White,F,No,NA
63611,White,F,No,NA
63612,White,M,No,NA
63613,White,F,No,NA
63614,White,M,No,NA
63615,East/Southeast Asian,M,No,NA
63616,White,F,No,NA
63617,South Asian,M,No,NA
63618,White,M,No,NA
63619,Black,M,No,NA
63620,Black,M,No,NA
63621,Black,F,No,NA
63622,South Asian,M,No,NA
63623,Middle-Eastern,M,No,NA
63624,South Asian,M,No,NA
63625,Black,M,No,NA
63626,White,F,No,NA
63627,South Asian,M,No,NA
63628,East/Southeast Asian,M,No,NA
63629,Middle-Eastern,M,No,NA
63630,South Asian,M,No,NA
63631,Unknown or Legacy,M,No,NA
63632,White,M,No,NA
63633,Middle-Eastern,M,No,NA
63634,East/Southeast Asian,M,No,NA
63635,Black,F,No,NA
63636,Black,M,No,NA
63637,East/Southeast Asian,F,No,NA
63638,Latino,M,No,NA
63639,Latino,M,No,NA
63640,White,M,No,NA
63641,Black,M,No,NA
63642,Black,M,No,NA
63643,White,M,No,NA
63644,Unknown or Legacy,M,No,NA
63645,Unknown or Legacy,M,No,NA
63646,Black,F,No,NA
63647,Black,M,No,NA
63648,White,M,No,NA
63649,South Asian,M,No,NA
63650,South Asian,F,No,NA
63651,South Asian,F,No,NA
63652,White,M,No,NA
63653,White,M,No,NA
63654,Latino,M,No,NA
63655,White,M,No,NA
63656,East/Southeast Asian,M,No,NA
63657,East/Southeast Asian,M,No,NA
63658,White,M,No,NA
63659,Black,M,No,NA
63660,Black,M,No,NA
63661,Black,M,No,NA
63662,East/Southeast Asian,M,No,NA
63663,South Asian,M,No,NA
63664,Black,M,No,NA
63665,Black,M,No,NA
63666,Latino,M,No,NA
63667,White,M,No,NA
63668,White,M,No,NA
63669,White,M,No,NA
63670,East/Southeast Asian,M,No,NA
63671,White,F,No,NA
63672,White,F,No,NA
63673,Black,F,No,NA
63674,Black,F,No,NA
63675,Black,F,No,NA
63676,White,M,No,NA
63677,Black,M,No,NA
63678,Black,M,No,NA
63679,White,M,No,NA
63680,Black,M,No,NA
63681,Black,F,No,NA
63682,Black,F,No,NA
63683,Middle-Eastern,M,No,NA
63684,South Asian,M,No,NA
63685,White,M,No,NA
63686,East/Southeast Asian,M,No,NA
63687,White,M,No,NA
63688,South Asian,M,No,NA
63689,Middle-Eastern,M,No,NA
63690,Unknown or Legacy,M,No,NA
63691,Black,M,No,NA
63692,Black,M,No,NA
63693,White,F,No,NA
63694,White,M,No,NA
63695,East/Southeast Asian,F,No,NA
63696,White,M,No,NA
63697,White,F,No,NA
63698,East/Southeast Asian,M,No,NA
63699,Black,M,No,NA
63700,South Asian,M,No,NA
63701,East/Southeast Asian,M,No,NA
63702,East/Southeast Asian,M,No,NA
63703,White,M,No,NA
63704,East/Southeast Asian,M,No,NA
63705,South Asian,M,No,NA
63706,White,M,No,NA
63707,Black,M,No,NA
63708,Black,F,No,NA
63709,Black,M,No,NA
63710,White,M,No,NA
63711,White,M,No,NA
63712,White,M,No,NA
63713,White,M,No,NA
63714,White,F,No,NA
63715,East/Southeast Asian,M,No,NA
63716,White,M,No,NA
63717,Black,M,No,NA
63718,East/Southeast Asian,M,No,NA
63719,East/Southeast Asian,M,No,NA
63720,East/Southeast Asian,M,No,NA
63721,East/Southeast Asian,M,No,NA
63722,Latino,M,No,NA
63723,Middle-Eastern,M,No,NA
63724,Black,M,No,NA
63725,Black,M,No,NA
63726,Unknown or Legacy,M,No,NA
63727,White,F,No,NA
63728,South Asian,M,No,NA
63729,Black,M,No,NA
63730,White,M,No,NA
63731,White,F,No,NA
63732,White,M,No,NA
63733,White,F,No,NA
63734,White,M,No,NA
63735,Black,M,No,NA
63736,Black,F,No,NA
63737,East/Southeast Asian,M,No,NA
63738,Unknown or Legacy,M,No,NA
63739,White,F,No,NA
63740,White,M,No,NA
63741,South Asian,M,No,NA
63742,Latino,F,No,NA
63743,South Asian,M,No,NA
63744,East/Southeast Asian,M,No,NA
63745,South Asian,M,No,NA
63746,White,M,No,NA
63747,White,M,No,NA
63748,Indigenous,M,No,NA
63749,White,M,No,NA
63750,White,M,No,NA
63751,Unknown or Legacy,M,No,NA
63752,White,F,No,NA
63753,Middle-Eastern,M,No,NA
63754,White,M,No,NA
63755,Indigenous,F,No,NA
63756,White,M,No,NA
63757,South Asian,M,No,NA
63758,White,M,No,NA
63759,Indigenous,M,No,NA
63760,South Asian,M,No,NA
63761,Indigenous,M,No,NA
63762,South Asian,M,No,NA
63763,White,M,No,NA
63764,East/Southeast Asian,M,No,NA
63765,White,M,No,NA
63766,South Asian,F,No,NA
63767,White,F,No,NA
63768,White,M,No,NA
63769,White,M,No,NA
63770,White,M,No,NA
63771,White,M,No,NA
63772,Unknown or Legacy,M,No,NA
63773,White,M,No,NA
63774,White,M,No,NA
63775,White,M,No,NA
63776,White,F,No,NA
63777,Black,F,No,NA
63778,White,M,No,NA
63779,East/Southeast Asian,M,No,NA
63780,East/Southeast Asian,F,No,NA
63781,Middle-Eastern,M,No,NA
63782,Latino,M,No,NA
63783,East/Southeast Asian,M,No,NA
63784,Black,M,No,NA
63785,White,M,No,NA
63786,White,M,No,NA
63787,White,F,No,NA
63788,South Asian,M,No,NA
63789,South Asian,M,No,NA
63790,White,M,No,NA
63791,White,M,No,NA
63792,South Asian,M,No,NA
63793,South Asian,M,No,NA
63794,South Asian,M,No,NA
63795,White,F,No,NA
63796,Black,M,No,NA
63797,White,M,No,NA
63798,White,F,No,NA
63799,Middle-Eastern,M,No,NA
63800,White,M,No,NA
63801,East/Southeast Asian,M,No,NA
63802,White,M,No,NA
63803,Black,M,No,NA
63804,Black,M,No,NA
63805,East/Southeast Asian,M,No,NA
63806,East/Southeast Asian,M,No,NA
63807,Middle-Eastern,M,No,NA
63808,Middle-Eastern,M,No,NA
63809,South Asian,M,Yes,0
63810,Unknown or Legacy,F,No,NA
63811,Middle-Eastern,M,No,NA
63812,Black,M,No,NA
63813,White,F,No,NA
63814,East/Southeast Asian,M,No,NA
63815,Black,M,No,NA
63816,South Asian,M,No,NA
63817,Unknown or Legacy,M,No,NA
63818,White,M,No,NA
63819,Unknown or Legacy,M,No,NA
63820,White,M,No,NA
63821,White,M,No,NA
63822,White,M,No,NA
63823,White,M,No,NA
63824,White,M,No,NA
63825,Middle-Eastern,F,No,NA
63826,White,M,No,NA
63827,Black,M,No,NA
63828,Middle-Eastern,M,No,NA
63829,Black,M,No,NA
63830,Black,F,No,NA
63831,Black,M,No,NA
63832,Black,M,No,NA
63833,South Asian,M,No,NA
63834,White,F,No,NA
63835,Black,M,No,NA
63836,Black,M,No,NA
63837,East/Southeast Asian,F,No,NA
63838,Latino,F,No,NA
63839,South Asian,M,No,NA
63840,East/Southeast Asian,M,No,NA
63841,Black,M,No,NA
63842,Black,M,No,NA
63843,White,F,No,NA
63844,South Asian,F,No,NA
63845,South Asian,M,No,NA
63846,South Asian,M,No,NA
63847,Middle-Eastern,M,No,NA
63848,Middle-Eastern,M,No,NA
63849,Black,M,No,NA
63850,White,M,No,NA
63851,White,M,No,NA
63852,Unknown or Legacy,M,No,NA
63853,White,M,No,NA
63854,Black,M,No,NA
63855,White,M,No,NA
63856,Black,M,No,NA
63857,White,M,No,NA
63858,Middle-Eastern,M,No,NA
63859,White,M,No,NA
63860,None,M,No,NA
63861,White,M,No,NA
63862,White,M,No,NA
63863,White,M,No,NA
63864,Black,M,No,NA
63865,South Asian,M,No,NA
63866,White,M,No,NA
63867,White,M,No,NA
63868,White,M,No,NA
63869,White,M,No,NA
63870,White,M,No,NA
63871,South Asian,F,No,NA
63872,White,F,No,NA
63873,Latino,F,No,NA
63874,Latino,M,No,NA
63875,East/Southeast Asian,F,No,NA
63876,Indigenous,F,No,NA
63877,White,F,No,NA
63878,Unknown or Legacy,M,No,NA
63879,Middle-Eastern,M,No,NA
63880,South Asian,M,No,NA
63881,South Asian,M,No,NA
63882,Black,M,No,NA
63883,White,M,No,NA
63884,White,F,No,NA
63885,White,F,No,NA
63886,South Asian,F,No,NA
63887,Latino,F,No,NA
63888,Latino,M,No,NA
63889,Black,M,No,NA
63890,East/Southeast Asian,M,No,NA
63891,White,F,No,NA
63892,Middle-Eastern,M,No,NA
63893,Latino,M,No,NA
63894,Indigenous,F,No,NA
63895,White,F,No,NA
63896,Unknown or Legacy,M,No,NA
63897,Black,M,No,NA
63898,South Asian,F,No,NA
63899,White,F,No,NA
63900,Black,M,No,NA
63901,Black,M,No,NA
63902,South Asian,M,Yes,0
63903,South Asian,M,Yes,1
63904,South Asian,M,No,NA
63905,East/Southeast Asian,M,No,NA
63906,White,F,No,NA
63907,Black,M,No,NA
63908,Latino,M,No,NA
63909,Unknown or Legacy,M,No,NA
63910,White,M,No,NA
63911,Black,M,No,NA
63912,White,F,No,NA
63913,Latino,M,No,NA
63914,White,M,No,NA
63915,East/Southeast Asian,M,No,NA
63916,Black,M,Yes,0
63917,Black,F,No,NA
63918,White,M,No,NA
63919,White,M,No,NA
63920,East/Southeast Asian,M,No,NA
63921,South Asian,M,No,NA
63922,Unknown or Legacy,M,No,NA
63923,Black,M,No,NA
63924,Black,M,No,NA
63925,Latino,F,No,NA
63926,Latino,F,No,NA
63927,East/Southeast Asian,F,No,NA
63928,Black,M,No,NA
63929,White,F,No,NA
63930,Latino,M,No,NA
63931,Unknown or Legacy,M,No,NA
63932,Middle-Eastern,M,No,NA
63933,Latino,M,No,NA
63934,White,M,No,NA
63935,Black,F,No,NA
63936,Black,F,No,NA
63937,White,F,No,NA
63938,White,M,No,NA
63939,White,M,No,NA
63940,South Asian,M,No,NA
63941,White,M,No,NA
63942,South Asian,M,No,NA
63943,Middle-Eastern,M,No,NA
63944,East/Southeast Asian,M,No,NA
63945,East/Southeast Asian,F,No,NA
63946,East/Southeast Asian,M,No,NA
63947,East/Southeast Asian,M,No,NA
63948,White,M,No,NA
63949,White,F,No,NA
63950,White,F,No,NA
63951,White,M,No,NA
63952,South Asian,M,No,NA
63953,Indigenous,M,No,NA
63954,Middle-Eastern,M,No,NA
63955,White,M,No,NA
63956,East/Southeast Asian,M,No,NA
63957,Latino,M,No,NA
63958,East/Southeast Asian,F,No,NA
63959,Black,M,No,NA
63960,White,F,No,NA
63961,White,F,No,NA
63962,Middle-Eastern,M,No,NA
63963,South Asian,M,No,NA
63964,Middle-Eastern,M,No,NA
63965,White,F,No,NA
63966,East/Southeast Asian,F,No,NA
63967,White,F,No,NA
63968,Unknown or Legacy,M,No,NA
63969,Black,M,No,NA
63970,Unknown or Legacy,M,No,NA
63971,Latino,M,No,NA
63972,White,M,No,NA
63973,East/Southeast Asian,M,No,NA
63974,Latino,M,No,NA
63975,East/Southeast Asian,M,No,NA
63976,East/Southeast Asian,M,No,NA
63977,South Asian,M,No,NA
63978,White,M,No,NA
63979,Latino,M,No,NA
63980,White,M,No,NA
63981,Black,F,No,NA
63982,Black,F,No,NA
63983,Black,F,No,NA
63984,Black,M,No,NA
63985,White,M,No,NA
63986,Black,M,No,NA
63987,White,M,No,NA
63988,White,M,No,NA
63989,White,M,No,NA
63990,East/Southeast Asian,M,No,NA
63991,Middle-Eastern,M,No,NA
63992,Middle-Eastern,F,No,NA
63993,Unknown or Legacy,M,No,NA
63994,South Asian,M,No,NA
63995,Black,F,No,NA
63996,White,M,No,NA
63997,White,M,No,NA
63998,White,M,No,NA
63999,White,F,No,NA
64000,Black,F,No,NA
64001,South Asian,M,No,NA
64002,White,M,No,NA
64003,Unknown or Legacy,F,No,NA
64004,Black,M,No,NA
64005,White,M,No,NA
64006,Latino,M,No,NA
64007,White,M,No,NA
64008,White,M,No,NA
64009,Indigenous,M,No,NA
64010,Indigenous,M,No,NA
64011,White,F,No,NA
64012,White,M,No,NA
64013,Unknown or Legacy,M,No,NA
64014,Black,M,No,NA
64015,South Asian,M,No,NA
64016,White,F,No,NA
64017,Middle-Eastern,M,No,NA
64018,White,M,No,NA
64019,Black,M,No,NA
64020,Black,M,No,NA
64021,White,M,No,NA
64022,White,M,No,NA
64023,White,M,No,NA
64024,White,M,No,NA
64025,Black,M,No,NA
64026,White,M,No,NA
64027,White,M,No,NA
64028,White,M,No,NA
64029,White,M,No,NA
64030,White,M,No,NA
64031,Black,M,No,NA
64032,White,M,No,NA
64033,South Asian,M,No,NA
64034,East/Southeast Asian,M,No,NA
64035,White,M,No,NA
64036,White,M,No,NA
64037,Black,M,No,NA
64038,Black,M,No,NA
64039,Black,M,No,NA
64040,Black,F,No,NA
64041,Middle-Eastern,M,No,NA
64042,East/Southeast Asian,M,No,NA
64043,Black,M,No,NA
64044,White,M,No,NA
64045,White,M,No,NA
64046,Latino,M,No,NA
64047,Latino,M,No,NA
64048,South Asian,M,No,NA
64049,East/Southeast Asian,M,No,NA
64050,White,M,No,NA
64051,East/Southeast Asian,F,No,NA
64052,Middle-Eastern,M,No,NA
64053,White,F,No,NA
64054,White,F,No,NA
64055,East/Southeast Asian,M,No,NA
64056,Unknown or Legacy,M,No,NA
64057,White,M,No,NA
64058,White,F,No,NA
64059,Black,M,No,NA
64060,White,F,No,NA
64061,East/Southeast Asian,F,No,NA
64062,White,M,No,NA
64063,East/Southeast Asian,M,No,NA
64064,Black,M,No,NA
64065,South Asian,M,No,NA
64066,Black,M,No,NA
64067,East/Southeast Asian,M,No,NA
64068,White,M,No,NA
64069,South Asian,M,No,NA
64070,White,M,No,NA
64071,Unknown or Legacy,M,No,NA
64072,Unknown or Legacy,M,No,NA
64073,South Asian,M,No,NA
64074,East/Southeast Asian,F,No,NA
64075,White,F,No,NA
64076,White,M,No,NA
64077,Black,M,No,NA
64078,Black,M,No,NA
64079,Black,F,No,NA
64080,Black,M,No,NA
64081,Latino,M,No,NA
64082,Latino,F,No,NA
64083,East/Southeast Asian,M,No,NA
64084,East/Southeast Asian,M,No,NA
64085,Middle-Eastern,M,No,NA
64086,Unknown or Legacy,M,No,NA
64087,Unknown or Legacy,M,No,NA
64088,White,M,No,NA
64089,Black,M,No,NA
64090,Black,M,No,NA
64091,Middle-Eastern,M,No,NA
64092,Black,M,No,NA
64093,Black,M,No,NA
64094,Black,M,No,NA
64095,Black,M,No,NA
64096,Middle-Eastern,F,No,NA
64097,White,M,No,NA
64098,Unknown or Legacy,M,No,NA
64099,Unknown or Legacy,M,No,NA
64100,Black,M,No,NA
64101,White,M,No,NA
64102,Black,M,No,NA
64103,Black,F,No,NA
64104,White,M,No,NA
64105,South Asian,M,No,NA
64106,White,M,No,NA
64107,Unknown or Legacy,F,No,NA
64108,White,M,No,NA
64109,White,M,Yes,0
64110,Middle-Eastern,M,No,NA
64111,White,M,No,NA
64112,Unknown or Legacy,M,No,NA
64113,South Asian,M,No,NA
64114,Black,M,No,NA
64115,Unknown or Legacy,F,No,NA
64116,White,M,No,NA
64117,Middle-Eastern,M,No,NA
64118,Black,F,No,NA
64119,White,M,No,NA
64120,White,M,No,NA
64121,Black,M,No,NA
64122,Black,M,No,NA
64123,South Asian,M,No,NA
64124,Black,F,No,NA
64125,Black,M,No,NA
64126,East/Southeast Asian,F,No,NA
64127,Black,M,No,NA
64128,Black,F,No,NA
64129,Black,M,No,NA
64130,Black,M,No,NA
64131,White,M,No,NA
64132,White,F,No,NA
64133,East/Southeast Asian,M,No,NA
64134,Black,M,No,NA
64135,White,M,No,NA
64136,White,M,No,NA
64137,White,M,No,NA
64138,White,M,No,NA
64139,White,M,No,NA
64140,White,M,No,NA
64141,Unknown or Legacy,M,No,NA
64142,Black,M,No,NA
64143,Black,M,No,NA
64144,Black,M,No,NA
64145,Black,M,No,NA
64146,Black,M,No,NA
64147,East/Southeast Asian,F,No,NA
64148,White,M,No,NA
64149,Middle-Eastern,M,No,NA
64150,South Asian,M,No,NA
64151,South Asian,M,No,NA
64152,Black,M,No,NA
64153,East/Southeast Asian,F,No,NA
64154,Black,M,No,NA
64155,Black,M,No,NA
64156,South Asian,M,No,NA
64157,Middle-Eastern,F,No,NA
64158,South Asian,M,No,NA
64159,Black,M,No,NA
64160,White,M,No,NA
64161,Middle-Eastern,M,No,NA
64162,White,M,No,NA
64163,Black,M,No,NA
64164,South Asian,M,No,NA
64165,Middle-Eastern,M,No,NA
64166,White,F,No,NA
64167,East/Southeast Asian,M,No,NA
64168,White,M,No,NA
64169,White,M,No,NA
64170,White,F,No,NA
64171,South Asian,M,No,NA
64172,South Asian,M,No,NA
64173,East/Southeast Asian,F,No,NA
64174,Black,M,No,NA
64175,White,M,No,NA
64176,White,M,No,NA
64177,Middle-Eastern,M,No,NA
64178,White,M,No,NA
64179,Black,M,No,NA
64180,White,F,No,NA
64181,East/Southeast Asian,M,No,NA
64182,East/Southeast Asian,F,No,NA
64183,White,F,No,NA
64184,South Asian,M,No,NA
64185,Black,M,No,NA
64186,White,M,No,NA
64187,East/Southeast Asian,M,No,NA
64188,East/Southeast Asian,F,No,NA
64189,White,F,No,NA
64190,South Asian,M,No,NA
64191,White,F,No,NA
64192,East/Southeast Asian,M,No,NA
64193,White,F,No,NA
64194,Middle-Eastern,M,No,NA
64195,White,M,No,NA
64196,South Asian,F,No,NA
64197,White,F,No,NA
64198,East/Southeast Asian,M,No,NA
64199,White,M,No,NA
64200,White,M,No,NA
64201,White,F,No,NA
64202,South Asian,M,No,NA
64203,South Asian,M,No,NA
64204,White,M,No,NA
64205,Black,M,No,NA
64206,Black,M,No,NA
64207,White,M,No,NA
64208,Latino,M,No,NA
64209,Middle-Eastern,M,No,NA
64210,Black,M,No,NA
64211,East/Southeast Asian,M,No,NA
64212,White,M,No,NA
64213,White,M,No,NA
64214,Unknown or Legacy,M,No,NA
64215,White,M,No,NA
64216,South Asian,M,No,NA
64217,Middle-Eastern,M,No,NA
64218,South Asian,M,No,NA
64219,Black,M,No,NA
64220,Black,M,No,NA
64221,Latino,M,No,NA
64222,Latino,M,No,NA
64223,White,M,No,NA
64224,White,M,No,NA
64225,White,M,No,NA
64226,White,M,No,NA
64227,White,F,No,NA
64228,White,M,No,NA
64229,Black,F,No,NA
64230,Unknown or Legacy,F,No,NA
64231,White,M,No,NA
64232,Unknown or Legacy,M,No,NA
64233,White,M,No,NA
64234,White,M,No,NA
64235,Unknown or Legacy,M,No,NA
64236,South Asian,M,Yes,0
64237,Unknown or Legacy,M,No,NA
64238,East/Southeast Asian,M,No,NA
64239,White,F,No,NA
64240,White,M,No,NA
64241,Middle-Eastern,M,No,NA
64242,South Asian,M,No,NA
64243,East/Southeast Asian,M,No,NA
64244,Middle-Eastern,M,No,NA
64245,Black,M,No,NA
64246,Middle-Eastern,M,No,NA
64247,White,M,No,NA
64248,Unknown or Legacy,M,No,NA
64249,East/Southeast Asian,M,No,NA
64250,East/Southeast Asian,F,No,NA
64251,East/Southeast Asian,M,No,NA
64252,Middle-Eastern,M,No,NA
64253,White,M,No,NA
64254,East/Southeast Asian,F,No,NA
64255,White,M,No,NA
64256,East/Southeast Asian,M,No,NA
64257,Middle-Eastern,M,No,NA
64258,South Asian,M,No,NA
64259,South Asian,F,No,NA
64260,South Asian,M,No,NA
64261,White,M,No,NA
64262,White,M,No,NA
64263,White,F,No,NA
64264,Black,M,No,NA
64265,East/Southeast Asian,M,No,NA
64266,White,F,No,NA
64267,White,M,No,NA
64268,White,M,No,NA
64269,East/Southeast Asian,M,No,NA
64270,East/Southeast Asian,F,No,NA
64271,East/Southeast Asian,F,No,NA
64272,East/Southeast Asian,M,No,NA
64273,East/Southeast Asian,F,No,NA
64274,East/Southeast Asian,F,No,NA
64275,East/Southeast Asian,M,No,NA
64276,White,M,No,NA
64277,East/Southeast Asian,M,No,NA
64278,White,M,No,NA
64279,Middle-Eastern,M,No,NA
64280,Black,M,No,NA
64281,Black,M,No,NA
64282,East/Southeast Asian,M,No,NA
64283,Latino,M,No,NA
64284,Unknown or Legacy,M,No,NA
64285,Black,M,No,NA
64286,White,M,No,NA
64287,White,M,No,NA
64288,Middle-Eastern,F,No,NA
64289,White,F,No,NA
64290,Unknown or Legacy,M,No,NA
64291,Black,M,No,NA
64292,White,F,No,NA
64293,White,F,No,NA
64294,Unknown or Legacy,F,No,NA
64295,White,F,No,NA
64296,Black,M,No,NA
64297,East/Southeast Asian,M,No,NA
64298,White,F,No,NA
64299,East/Southeast Asian,F,No,NA
64300,White,M,No,NA
64301,White,M,No,NA
64302,White,M,No,NA
64303,South Asian,M,No,NA
64304,White,M,No,NA
64305,White,M,No,NA
64306,White,M,No,NA
64307,White,M,No,NA
64308,Unknown or Legacy,F,No,NA
64309,Latino,M,No,NA
64310,Black,M,No,NA
64311,White,F,No,NA
64312,White,F,No,NA
64313,White,M,No,NA
64314,White,M,No,NA
64315,Unknown or Legacy,M,No,NA
64316,White,F,No,NA
64317,White,M,No,NA
64318,Middle-Eastern,M,No,NA
64319,White,M,No,NA
64320,East/Southeast Asian,M,No,NA
64321,South Asian,M,No,NA
64322,South Asian,F,No,NA
64323,Latino,M,No,NA
64324,Latino,M,No,NA
64325,East/Southeast Asian,M,No,NA
64326,South Asian,M,No,NA
64327,White,M,No,NA
64328,East/Southeast Asian,M,No,NA
64329,Middle-Eastern,F,No,NA
64330,White,M,No,NA
64331,White,M,No,NA
64332,White,M,No,NA
64333,White,M,No,NA
64334,White,M,No,NA
64335,Unknown or Legacy,M,No,NA
64336,White,F,No,NA
64337,Black,M,No,NA
64338,White,M,No,NA
64339,Middle-Eastern,M,No,NA
64340,White,F,No,NA
64341,White,M,No,NA
64342,South Asian,F,No,NA
64343,White,M,No,NA
64344,Black,M,No,NA
64345,White,F,No,NA
64346,South Asian,M,No,NA
64347,Black,M,No,NA
64348,Black,M,Yes,1
64349,Black,M,No,NA
64350,Black,M,No,NA
64351,Black,M,No,NA
64352,South Asian,M,No,NA
64353,East/Southeast Asian,M,No,NA
64354,East/Southeast Asian,M,No,NA
64355,White,M,No,NA
64356,Middle-Eastern,M,No,NA
64357,Latino,M,No,NA
64358,White,M,No,NA
64359,White,M,No,NA
64360,White,M,No,NA
64361,Black,M,No,NA
64362,South Asian,M,No,NA
64363,Middle-Eastern,F,No,NA
64364,White,F,No,NA
64365,Black,M,No,NA
64366,Latino,M,No,NA
64367,Middle-Eastern,M,No,NA
64368,White,M,No,NA
64369,White,M,No,NA
64370,Middle-Eastern,M,No,NA
64371,South Asian,M,No,NA
64372,East/Southeast Asian,M,No,NA
64373,Unknown or Legacy,M,No,NA
64374,White,M,No,NA
64375,South Asian,M,No,NA
64376,White,M,No,NA
64377,Black,M,No,NA
64378,White,M,No,NA
64379,White,M,No,NA
64380,Unknown or Legacy,F,No,NA
64381,Unknown or Legacy,F,No,NA
64382,White,M,No,NA
64383,White,M,No,NA
64384,White,M,No,NA
64385,South Asian,M,No,NA
64386,Unknown or Legacy,F,No,NA
64387,Black,M,No,NA
64388,East/Southeast Asian,M,No,NA
64389,East/Southeast Asian,F,No,NA
64390,Black,M,No,NA
64391,White,M,No,NA
64392,South Asian,F,No,NA
64393,Black,M,No,NA
64394,East/Southeast Asian,M,No,NA
64395,Black,M,No,NA
64396,East/Southeast Asian,M,No,NA
64397,East/Southeast Asian,F,No,NA
64398,White,M,No,NA
64399,East/Southeast Asian,M,No,NA
64400,White,M,No,NA
64401,Black,M,No,NA
64402,Black,M,No,NA
