id,race,gender,strip_search,items_found
1055,East/Southeast Asian,F,No,NA
1056,White,M,No,NA
1057,White,M,No,NA
1058,White,M,No,NA
1059,White,M,No,NA
1060,Unknown or Legacy,M,Yes,0
1061,White,M,No,NA
1062,Middle-Eastern,M,No,NA
1063,Black,M,No,NA
1064,South Asian,M,No,NA
1065,Black,M,No,NA
1066,South Asian,M,No,NA
1067,White,M,No,NA
1068,White,M,No,NA
1069,Black,M,No,NA
1070,South Asian,M,No,NA
1071,White,M,No,NA
1072,Black,M,Yes,0
1073,Latino,M,Yes,0
1074,Latino,M,No,NA
1075,Latino,M,No,NA
1076,Latino,M,No,NA
1077,Latino,M,No,NA
1078,White,F,No,NA
1079,Middle-Eastern,M,No,NA
1080,White,M,No,NA
1081,White,M,No,NA
1082,White,M,No,NA
1083,White,M,No,NA
1084,White,M,No,NA
1085,Indigenous,M,No,NA
1086,Indigenous,M,No,NA
1087,Indigenous,M,No,NA
1088,Indigenous,M,No,NA
1089,Black,M,No,NA
1090,White,M,No,NA
1091,Black,M,No,NA
1092,White,M,No,NA
1093,Black,M,No,NA
1094,Black,M,No,NA
1095,Middle-Eastern,M,No,NA
1096,Black,M,Yes,0
1097,Black,M,No,NA
1098,Black,M,Yes,0
1099,Black,M,No,NA
1100,Black,M,No,NA
1101,White,M,Yes,0
1102,White,M,No,NA
1103,Black,M,No,NA
1104,Black,M,No,NA
1105,Black,M,No,NA
1106,White,M,No,NA
1107,Black,F,No,NA
1108,Black,F,No,NA
1109,Black,F,No,NA
1110,South Asian,F,No,NA
1111,Indigenous,M,No,NA
1112,White,M,No,NA
1113,Unknown or Legacy,M,No,NA
1114,White,M,Yes,0
1115,White,M,No,NA
1116,Black,M,No,NA
1117,Black,M,Yes,0
1118,Black,M,No,NA
1119,Black,M,No,NA
1120,Black,M,No,NA
1121,Black,M,No,NA
1122,Black,M,No,NA
1123,Black,M,No,NA
1124,Black,M,No,NA
1125,Black,M,No,NA
1126,Black,M,No,NA
1127,Black,M,No,NA
1128,Black,M,Yes,1
1129,Black,M,No,NA
1130,South Asian,M,No,NA
1131,White,M,No,NA
1132,White,M,No,NA
1133,White,M,No,NA
1134,Unknown or Legacy,M,No,NA
1135,Black,M,No,NA
1136,White,M,No,NA
1137,Black,M,No,NA
1138,White,M,No,NA
1139,White,M,Yes,0
1140,White,M,No,NA
1141,White,M,No,NA
1142,White,M,No,NA
1143,White,M,No,NA
1144,South Asian,M,No,NA
1145,South Asian,M,No,NA
1146,South Asian,M,No,NA
1147,White,M,No,NA
1148,White,M,No,NA
1149,White,M,No,NA
1150,White,F,No,NA
1151,Black,M,No,NA
1152,White,M,No,NA
1153,East/Southeast Asian,M,No,NA
1154,Latino,M,No,NA
1155,Latino,M,No,NA
1156,Latino,M,No,NA
1157,Black,F,No,NA
1158,Black,F,No,NA
1159,Black,M,No,NA
1160,Black,M,No,NA
1161,Black,M,No,NA
1162,Black,M,No,NA
1163,Black,M,No,NA
1164,Black,M,No,NA
1165,Black,M,No,NA
1166,Black,M,Yes,0
1167,Black,M,No,NA
1168,Black,M,No,NA
1169,Black,M,No,NA
1170,White,M,No,NA
1171,Middle-Eastern,M,No,NA
1172,Black,M,No,NA
1173,White,F,No,NA
1174,Indigenous,F,No,NA
1175,White,M,No,NA
1176,White,M,No,NA
1177,White,M,Yes,0
1178,White,M,Yes,0
1179,White,M,Yes,0
1180,White,M,No,NA
1181,White,M,No,NA
1182,White,M,No,NA
1183,White,M,No,NA
1184,White,M,No,NA
1185,White,M,No,NA
1186,White,M,No,NA
1187,White,M,No,NA
1188,White,M,No,NA
1189,White,M,No,NA
1190,White,M,No,NA
1191,White,M,No,NA
1192,White,M,No,NA
1193,White,M,No,NA
1194,White,M,No,NA
1195,White,M,No,NA
1196,White,M,No,NA
1197,White,M,Yes,0
1198,White,M,No,NA
1199,White,M,No,NA
1200,Unknown or Legacy,M,No,NA
1201,White,M,No,NA
1202,White,M,No,NA
1203,White,F,No,NA
1204,White,M,No,NA
1205,Black,M,No,NA
1206,White,M,No,NA
1207,White,M,No,NA
1208,White,M,No,NA
1209,White,M,No,NA
1210,Black,M,No,NA
1211,Black,M,No,NA
1212,East/Southeast Asian,M,No,NA
1213,Black,M,No,NA
1214,Unknown or Legacy,F,No,NA
1215,White,F,No,NA
1216,Unknown or Legacy,M,No,NA
1217,Unknown or Legacy,M,No,NA
1218,Middle-Eastern,M,No,NA
1219,Black,F,No,NA
1220,Black,M,No,NA
1221,White,F,No,NA
1222,White,F,No,NA
1223,White,F,No,NA
1224,White,M,No,NA
1225,White,M,No,NA
1226,Black,M,No,NA
1227,Black,M,Yes,0
1228,Unknown or Legacy,M,No,NA
1229,White,F,Yes,1
1230,White,F,Yes,0
1231,White,F,Yes,1
1232,White,F,No,NA
1233,White,F,No,NA
1234,White,M,No,NA
1235,White,M,No,NA
1236,White,M,No,NA
1237,Black,M,Yes,0
1238,Black,M,No,NA
1239,White,M,No,NA
1240,Black,M,No,NA
1241,Black,M,No,NA
1242,East/Southeast Asian,F,No,NA
1243,East/Southeast Asian,M,No,NA
1244,White,M,Yes,0
1245,Unknown or Legacy,M,No,NA
1246,Black,M,No,NA
1247,Unknown or Legacy,M,No,NA
1248,Unknown or Legacy,M,No,NA
1249,Black,M,No,NA
1250,White,M,No,NA
1251,White,F,No,NA
1252,White,F,No,NA
1253,White,F,Yes,0
1254,White,F,Yes,0
1255,White,F,No,NA
1256,White,F,No,NA
1257,White,F,No,NA
1258,White,F,No,NA
1259,White,F,No,NA
1260,White,F,No,NA
1261,East/Southeast Asian,F,No,NA
1262,White,M,No,NA
1263,Black,M,No,NA
1264,Latino,M,No,NA
1265,Latino,M,No,NA
1266,South Asian,M,No,NA
1267,South Asian,M,No,NA
1268,Latino,M,No,NA
1269,Latino,M,No,NA
1270,Indigenous,M,No,NA
1271,White,F,Yes,0
1272,South Asian,M,No,NA
1273,White,M,No,NA
1274,White,M,No,NA
1275,White,M,No,NA
1276,White,M,No,NA
1277,White,M,No,NA
1278,Black,M,No,NA
1279,White,M,Yes,0
1280,White,M,Yes,0
1281,White,M,No,NA
1282,White,M,No,NA
1283,White,M,Yes,0
1284,Black,M,No,NA
1285,Black,M,Yes,0
1286,East/Southeast Asian,F,No,NA
1287,East/Southeast Asian,M,No,NA
1288,East/Southeast Asian,M,No,NA
1289,Black,M,Yes,0
1290,White,F,No,NA
1291,White,F,No,NA
1292,Latino,M,No,NA
1293,White,F,No,NA
1294,Indigenous,F,No,NA
1295,White,M,No,NA
1296,White,F,No,NA
1297,Indigenous,F,No,NA
1298,Indigenous,F,No,NA
1299,Indigenous,F,No,NA
1300,White,M,No,NA
1301,Black,F,No,NA
1302,Middle-Eastern,M,No,NA
1303,Black,M,Yes,0
1304,White,M,Yes,0
1305,White,M,No,NA
1306,White,M,No,NA
1307,White,M,No,NA
1308,White,M,No,NA
1309,White,M,No,NA
1310,Black,M,Yes,0
1311,Black,M,No,NA
1312,Black,M,No,NA
1313,Black,M,No,NA
1314,White,M,No,NA
1315,White,M,No,NA
1316,Black,M,No,NA
1317,Black,M,No,NA
1318,Black,M,Yes,0
1319,Black,M,Yes,0
1320,Black,M,No,NA
1321,Black,M,No,NA
1322,Black,M,No,NA
1323,Black,M,No,NA
1324,Black,M,No,NA
1325,Black,M,No,NA
1326,Unknown or Legacy,M,No,NA
1327,Black,M,Yes,0
1328,Black,M,Yes,0
1329,White,M,No,NA
1330,Latino,M,No,NA
1331,White,F,No,NA
1332,White,F,No,NA
1333,Black,M,No,NA
1334,Black,M,No,NA
1335,Black,M,No,NA
1336,Black,F,No,NA
1337,White,M,No,NA
1338,White,M,No,NA
1339,Black,M,Yes,0
1340,Black,M,No,NA
1341,Black,M,No,NA
1342,White,F,No,NA
1343,White,M,No,NA
1344,Unknown or Legacy,M,No,NA
1345,Middle-Eastern,M,No,NA
1346,South Asian,F,No,NA
1347,White,M,No,NA
1348,White,F,Yes,0
1349,White,F,Yes,0
1350,White,F,Yes,1
1351,White,F,No,NA
1352,White,F,Yes,0
1353,White,F,No,NA
1354,White,M,No,NA
1355,White,M,Yes,0
1356,Black,M,Yes,0
1357,Unknown or Legacy,M,No,NA
1358,Black,M,No,NA
1359,White,M,Yes,0
1360,White,M,No,NA
1361,Latino,M,No,NA
1362,Black,M,No,NA
1363,Black,M,No,NA
1364,Black,M,No,NA
1365,Black,M,No,NA
1366,Black,M,No,NA
1367,Black,M,Yes,1
1368,Middle-Eastern,M,No,NA
1369,Black,M,Yes,1
1370,Unknown or Legacy,M,No,NA
1371,Black,M,No,NA
1372,Middle-Eastern,M,No,NA
1373,Unknown or Legacy,M,No,NA
1374,White,M,No,NA
1375,Unknown or Legacy,M,No,NA
1376,South Asian,M,No,NA
1377,South Asian,M,No,NA
1378,Black,M,No,NA
1379,White,F,Yes,0
1380,White,F,Yes,0
1381,White,F,Yes,0
1382,White,F,Yes,0
1383,White,F,No,NA
1384,White,F,No,NA
1385,Black,M,No,NA
1386,Unknown or Legacy,M,Yes,0
1387,Unknown or Legacy,M,Yes,0
1388,East/Southeast Asian,M,No,NA
1389,Black,M,No,NA
1390,Black,M,No,NA
1391,Black,M,Yes,0
1392,Black,M,No,NA
1393,East/Southeast Asian,M,Yes,0
1394,Black,M,Yes,0
1395,Black,M,Yes,0
1396,Black,M,No,NA
1397,Black,M,No,NA
1398,Black,M,No,NA
1399,Black,M,No,NA
1400,Black,M,No,NA
1401,Black,M,No,NA
1402,Black,M,Yes,0
1403,White,M,No,NA
1404,White,M,No,NA
1405,White,M,No,NA
1406,White,M,No,NA
1407,White,M,Yes,0
1408,White,M,Yes,0
1409,South Asian,M,No,NA
1410,Black,M,No,NA
1411,White,M,No,NA
1412,White,M,No,NA
1413,White,M,No,NA
1414,White,M,No,NA
1415,White,M,No,NA
1416,White,M,No,NA
1417,White,M,No,NA
1418,White,M,No,NA
1419,White,M,No,NA
1420,White,M,No,NA
1421,White,M,No,NA
1422,White,M,No,NA
1423,White,M,No,NA
1424,White,M,Yes,0
1425,White,F,No,NA
1426,Black,M,No,NA
1427,Black,M,No,NA
1428,White,M,Yes,0
1429,White,M,No,NA
1430,White,M,No,NA
1431,White,M,No,NA
1432,Unknown or Legacy,M,No,NA
1433,White,M,Yes,1
1434,White,M,Yes,0
1435,White,M,No,NA
1436,Black,M,Yes,0
1437,Black,M,No,NA
1438,Black,M,No,NA
1439,White,M,No,NA
1440,Black,M,No,NA
1441,Black,M,Yes,0
1442,Black,M,No,NA
1443,White,M,No,NA
1444,White,M,No,NA
1445,White,M,No,NA
1446,Black,M,No,NA
1447,South Asian,M,No,NA
1448,White,F,No,NA
1449,Black,M,No,NA
1450,White,M,No,NA
1451,Indigenous,M,No,NA
1452,Black,F,No,NA
1453,White,M,No,NA
1454,South Asian,M,No,NA
1455,Black,M,No,NA
1456,Black,M,No,NA
1457,Black,M,Yes,0
1458,East/Southeast Asian,M,No,NA
1459,Black,M,No,NA
1460,Unknown or Legacy,M,Yes,0
1461,South Asian,M,No,NA
1462,South Asian,M,No,NA
1463,Black,M,No,NA
1464,Black,M,No,NA
1465,Black,F,No,NA
1466,White,M,No,NA
1467,White,M,No,NA
1468,Black,M,No,NA
1469,Black,M,No,NA
1470,Black,M,Yes,1
1471,Black,M,No,NA
1472,Latino,M,No,NA
1473,Middle-Eastern,M,No,NA
1474,Latino,M,No,NA
1475,Black,M,No,NA
1476,East/Southeast Asian,M,No,NA
1477,White,F,No,NA
1478,East/Southeast Asian,M,Yes,0
1479,White,M,No,NA
1480,Unknown or Legacy,M,No,NA
1481,Unknown or Legacy,M,No,NA
1482,South Asian,M,No,NA
1483,Latino,M,No,NA
1484,Latino,M,No,NA
1485,Latino,M,No,NA
1486,White,M,No,NA
1487,Black,M,No,NA
1488,Black,M,No,NA
1489,Black,M,No,NA
1490,Black,M,No,NA
1491,White,M,No,NA
1492,White,M,Yes,0
1493,White,M,No,NA
1494,White,M,No,NA
1495,White,M,No,NA
1496,White,M,No,NA
1497,White,M,No,NA
1498,White,M,Yes,0
1499,White,M,Yes,1
1500,White,M,No,NA
1501,White,M,No,NA
1502,White,M,No,NA
1503,White,M,No,NA
1504,Unknown or Legacy,M,No,NA
1505,Unknown or Legacy,F,No,NA
1506,Unknown or Legacy,F,No,NA
1507,White,F,No,NA
1508,White,F,No,NA
1509,East/Southeast Asian,M,No,NA
1510,East/Southeast Asian,M,No,NA
1511,East/Southeast Asian,M,No,NA
1512,Latino,M,No,NA
1513,South Asian,M,No,NA
1514,Black,M,No,NA
1515,Black,M,No,NA
1516,Black,M,No,NA
1517,Black,M,No,NA
1518,Middle-Eastern,M,Yes,0
1519,Middle-Eastern,M,No,NA
1520,Black,M,No,NA
1521,Black,M,No,NA
1522,White,M,No,NA
1523,Black,M,Yes,0
1524,Black,M,Yes,0
1525,Unknown or Legacy,F,Yes,0
1526,Black,M,No,NA
1527,Black,M,No,NA
1528,Unknown or Legacy,M,No,NA
1529,Black,M,No,NA
1530,Unknown or Legacy,M,No,NA
1531,Black,M,No,NA
1532,Black,F,No,NA
1533,White,F,No,NA
1534,White,M,No,NA
1535,Black,F,No,NA
1536,Black,F,No,NA
1537,Black,F,No,NA
1538,White,M,No,NA
1539,White,M,No,NA
1540,White,F,Yes,0
1541,White,F,Yes,0
1542,White,F,No,NA
1543,White,F,No,NA
1544,White,F,Yes,0
1545,White,F,No,NA
1546,White,F,No,NA
1547,White,F,No,NA
1548,White,F,No,NA
1549,White,F,No,NA
1550,White,F,No,NA
1551,White,F,No,NA
1552,White,F,No,NA
1553,Black,M,No,NA
1554,Black,M,No,NA
1555,White,M,No,NA
1556,White,M,No,NA
1557,Black,M,No,NA
1558,White,M,No,NA
1559,Black,M,No,NA
1560,Black,M,Yes,1
1561,Black,M,Yes,1
1562,Black,M,Yes,0
1563,Black,M,Yes,0
1564,Black,M,Yes,0
1565,Black,M,No,NA
1566,Black,M,No,NA
1567,Black,M,Yes,0
1568,Unknown or Legacy,M,No,NA
1569,Black,M,No,NA
1570,Black,M,Yes,0
1571,Black,M,No,NA
1572,White,M,No,NA
1573,White,M,Yes,0
1574,Middle-Eastern,M,Yes,0
1575,Middle-Eastern,M,No,NA
1576,Middle-Eastern,M,No,NA
1577,White,F,No,NA
1578,White,F,No,NA
1579,White,F,No,NA
1580,White,F,No,NA
1581,White,M,No,NA
1582,Black,M,No,NA
1583,Black,M,No,NA
1584,Black,M,No,NA
1585,Black,M,No,NA
1586,White,M,No,NA
1587,Black,M,No,NA
1588,White,M,Yes,0
1589,Black,M,No,NA
1590,White,F,No,NA
1591,Black,M,No,NA
1592,Black,M,No,NA
1593,White,F,No,NA
1594,White,F,No,NA
1595,White,F,No,NA
1596,Indigenous,F,No,NA
1597,White,M,No,NA
1598,White,M,No,NA
1599,White,M,No,NA
1600,White,M,No,NA
1601,White,M,No,NA
1602,White,M,No,NA
1603,South Asian,M,No,NA
1604,Black,M,No,NA
1605,Black,M,Yes,0
1606,Black,M,No,NA
1607,South Asian,M,No,NA
1608,East/Southeast Asian,M,No,NA
1609,Unknown or Legacy,M,No,NA
1610,Black,M,No,NA
1611,White,M,Yes,1
1612,Black,M,No,NA
1613,Black,M,No,NA
1614,Middle-Eastern,M,No,NA
1615,Unknown or Legacy,M,No,NA
1616,Black,M,No,NA
1617,Middle-Eastern,M,No,NA
1618,Middle-Eastern,M,No,NA
1619,Middle-Eastern,M,No,NA
1620,Unknown or Legacy,M,No,NA
1621,Black,M,No,NA
1622,Unknown or Legacy,M,No,NA
1623,Black,M,No,NA
1624,Black,M,No,NA
1625,East/Southeast Asian,M,No,NA
1626,Unknown or Legacy,M,No,NA
1627,South Asian,M,No,NA
1628,South Asian,M,No,NA
1629,White,M,No,NA
1630,Black,M,No,NA
1631,Unknown or Legacy,M,No,NA
1632,White,M,No,NA
1633,Black,M,No,NA
1634,Black,M,No,NA
1635,South Asian,M,No,NA
1636,Middle-Eastern,M,No,NA
1637,Middle-Eastern,M,No,NA
1638,Black,M,No,NA
1639,Black,M,No,NA
1640,Black,M,No,NA
1641,White,F,No,NA
1642,White,F,No,NA
1643,East/Southeast Asian,M,No,NA
1644,White,M,No,NA
1645,Black,M,No,NA
1646,Black,M,Yes,0
1647,Black,M,No,NA
1648,Black,M,No,NA
1649,Black,M,No,NA
1650,Black,M,No,NA
1651,Black,M,No,NA
1652,White,M,No,NA
1653,White,M,No,NA
1654,White,M,No,NA
1655,White,M,No,NA
1656,White,M,No,NA
1657,White,M,No,NA
1658,White,M,No,NA
1659,White,M,No,NA
1660,White,M,No,NA
1661,White,M,No,NA
1662,White,M,No,NA
1663,White,M,No,NA
1664,White,M,No,NA
1665,White,M,No,NA
1666,Middle-Eastern,M,No,NA
1667,White,M,No,NA
1668,Black,M,No,NA
1669,White,M,Yes,0
1670,White,M,No,NA
1671,White,M,No,NA
1672,South Asian,M,Yes,0
1673,White,M,No,NA
1674,White,F,No,NA
1675,White,M,Yes,0
1676,White,F,No,NA
1677,Black,M,Yes,0
1678,Black,M,No,NA
1679,White,F,Yes,0
1680,White,M,No,NA
1681,White,M,No,NA
1682,White,M,No,NA
1683,South Asian,M,No,NA
1684,White,F,No,NA
1685,White,F,No,NA
1686,White,M,No,NA
1687,White,M,No,NA
1688,Middle-Eastern,M,No,NA
1689,Middle-Eastern,M,No,NA
1690,White,F,No,NA
1691,East/Southeast Asian,F,No,NA
1692,White,M,No,NA
1693,Black,M,No,NA
1694,White,M,No,NA
1695,East/Southeast Asian,M,No,NA
1696,East/Southeast Asian,M,No,NA
1697,South Asian,M,No,NA
1698,Black,M,No,NA
1699,White,M,No,NA
1700,White,M,Yes,0
1701,White,M,No,NA
1702,White,M,No,NA
1703,Black,M,No,NA
1704,Indigenous,F,No,NA
1705,Indigenous,F,No,NA
1706,South Asian,F,No,NA
1707,Black,M,No,NA
1708,Black,M,Yes,1
1709,Black,F,No,NA
1710,White,F,Yes,0
1711,East/Southeast Asian,M,No,NA
1712,East/Southeast Asian,M,No,NA
1713,South Asian,M,No,NA
1714,South Asian,M,No,NA
1715,South Asian,M,No,NA
1716,South Asian,M,No,NA
1717,South Asian,M,No,NA
1718,South Asian,M,No,NA
1719,South Asian,M,No,NA
1720,Black,M,No,NA
1721,Black,M,Yes,0
1722,Black,M,No,NA
1723,White,M,No,NA
1724,Black,M,No,NA
1725,Unknown or Legacy,M,No,NA
1726,Black,M,No,NA
1727,Black,M,No,NA
1728,White,M,Yes,0
1729,White,M,No,NA
1730,White,F,No,NA
1731,White,M,No,NA
1732,Black,M,No,NA
1733,White,M,No,NA
1734,South Asian,M,No,NA
1735,Unknown or Legacy,M,No,NA
1736,Black,M,Yes,0
1737,White,M,No,NA
1738,White,M,No,NA
1739,Unknown or Legacy,M,No,NA
1740,Unknown or Legacy,M,No,NA
1741,Black,M,No,NA
1742,White,M,No,NA
1743,Indigenous,M,No,NA
1744,Indigenous,M,No,NA
1745,Black,M,No,NA
1746,Black,M,No,NA
1747,White,M,No,NA
1748,White,M,No,NA
1749,White,M,No,NA
1750,White,M,No,NA
1751,White,M,No,NA
1752,White,M,No,NA
1753,East/Southeast Asian,M,No,NA
1754,Black,F,No,NA
1755,Black,M,Yes,0
1756,East/Southeast Asian,M,No,NA
1757,East/Southeast Asian,M,No,NA
1758,White,M,No,NA
1759,White,M,No,NA
1760,Latino,M,No,NA
1761,Latino,M,No,NA
1762,Latino,M,No,NA
1763,Latino,M,No,NA
1764,Middle-Eastern,M,No,NA
1765,Middle-Eastern,F,Yes,0
1766,Middle-Eastern,F,No,NA
1767,Middle-Eastern,F,No,NA
1768,White,F,No,NA
1769,Black,M,Yes,0
1770,Black,M,No,NA
1771,Black,M,No,NA
1772,Black,M,No,NA
1773,Black,M,No,NA
1774,Black,M,Yes,0
1775,Black,M,No,NA
1776,White,F,No,NA
1777,Black,M,No,NA
1778,White,M,No,NA
1779,White,M,No,NA
1780,White,M,Yes,0
1781,White,M,No,NA
1782,White,M,Yes,1
1783,White,M,No,NA
1784,White,M,No,NA
1785,White,F,No,NA
1786,White,F,No,NA
1787,White,M,No,NA
1788,South Asian,M,No,NA
1789,East/Southeast Asian,M,No,NA
1790,South Asian,M,No,NA
1791,White,F,No,NA
1792,White,F,Yes,0
1793,White,F,No,NA
1794,Middle-Eastern,F,No,NA
1795,White,M,No,NA
1796,White,M,No,NA
1797,Black,M,Yes,0
1798,Black,M,Yes,0
1799,Black,M,No,NA
1800,Black,M,Yes,0
1801,Black,M,No,NA
1802,White,F,No,NA
1803,White,M,No,NA
1804,South Asian,M,No,NA
1805,White,M,No,NA
1806,White,M,Yes,0
1807,White,M,No,NA
1808,Unknown or Legacy,M,No,NA
1809,White,M,No,NA
1810,Black,M,No,NA
1811,Black,M,No,NA
1812,Black,M,No,NA
1813,Black,M,No,NA
1814,Black,M,No,NA
1815,White,M,No,NA
1816,South Asian,M,No,NA
1817,East/Southeast Asian,M,No,NA
1818,South Asian,M,No,NA
1819,South Asian,M,No,NA
1820,South Asian,M,No,NA
1821,South Asian,M,No,NA
1822,Unknown or Legacy,M,No,NA
1823,East/Southeast Asian,M,No,NA
1824,East/Southeast Asian,M,No,NA
1825,East/Southeast Asian,M,No,NA
1826,Middle-Eastern,M,No,NA
1827,Black,F,No,NA
1828,Indigenous,M,No,NA
1829,Black,M,No,NA
1830,Black,M,No,NA
1831,East/Southeast Asian,M,No,NA
1832,Black,M,No,NA
1833,White,M,No,NA
1834,South Asian,M,No,NA
1835,Black,M,Yes,0
1836,Black,M,No,NA
1837,Black,M,No,NA
1838,Black,M,No,NA
1839,White,M,No,NA
1840,Black,M,No,NA
1841,East/Southeast Asian,F,No,NA
1842,White,M,No,NA
1843,Black,M,No,NA
1844,Black,M,Yes,0
1845,White,F,No,NA
1846,Black,M,No,NA
1847,Middle-Eastern,M,No,NA
1848,Unknown or Legacy,M,No,NA
1849,Black,M,No,NA
1850,Black,M,No,NA
1851,Black,M,No,NA
1852,Black,M,No,NA
1853,Black,M,No,NA
1854,Black,M,No,NA
1855,Black,M,No,NA
1856,Unknown or Legacy,F,No,NA
1857,Black,M,No,NA
1858,East/Southeast Asian,M,No,NA
1859,Black,M,No,NA
1860,Unknown or Legacy,M,No,NA
1861,White,M,No,NA
1862,Latino,M,No,NA
1863,White,M,No,NA
1864,Latino,M,No,NA
1865,Black,F,No,NA
1866,Unknown or Legacy,M,No,NA
1867,Black,M,No,NA
1868,South Asian,M,No,NA
1869,Middle-Eastern,F,No,NA
1870,Middle-Eastern,F,No,NA
1871,Middle-Eastern,M,No,NA
1872,Unknown or Legacy,M,No,NA
1873,White,M,Yes,0
1874,White,M,No,NA
1875,White,F,No,NA
1876,White,M,No,NA
1877,White,M,No,NA
1878,White,M,No,NA
1879,White,M,No,NA
1880,White,M,No,NA
1881,White,M,No,NA
1882,White,M,No,NA
1883,Black,M,No,NA
1884,Black,M,No,NA
1885,Black,M,No,NA
1886,Black,F,No,NA
1887,Black,M,No,NA
1888,Unknown or Legacy,M,No,NA
1889,Unknown or Legacy,M,No,NA
1890,White,F,No,NA
1891,Black,M,No,NA
1892,White,F,No,NA
1893,Black,M,No,NA
1894,Black,M,No,NA
1895,Black,M,Yes,0
1896,White,M,No,NA
1897,Unknown or Legacy,M,No,NA
1898,White,F,No,NA
1899,East/Southeast Asian,M,No,NA
1900,Black,M,Yes,0
1901,White,F,No,NA
1902,Black,F,Yes,0
1903,Black,M,No,NA
1904,Black,M,Yes,0
1905,Black,F,No,NA
1906,Black,M,No,NA
1907,Black,M,No,NA
1908,South Asian,M,No,NA
1909,Black,M,No,NA
1910,Black,M,No,NA
1911,Black,M,No,NA
1912,White,F,No,NA
1913,White,F,No,NA
1914,White,F,No,NA
1915,White,F,No,NA
1916,Black,M,No,NA
1917,Middle-Eastern,M,No,NA
1918,White,M,No,NA
1919,Unknown or Legacy,F,No,NA
1920,Black,F,No,NA
1921,South Asian,M,No,NA
1922,East/Southeast Asian,M,No,NA
1923,South Asian,M,No,NA
1924,South Asian,M,No,NA
1925,South Asian,M,No,NA
1926,Indigenous,M,No,NA
1927,Unknown or Legacy,M,No,NA
1928,Unknown or Legacy,M,No,NA
1929,Indigenous,F,No,NA
1930,Indigenous,F,No,NA
1931,Indigenous,F,No,NA
1932,Indigenous,F,Yes,0
1933,Indigenous,F,No,NA
1934,South Asian,M,No,NA
1935,Black,M,No,NA
1936,Black,M,No,NA
1937,White,M,No,NA
1938,South Asian,M,No,NA
1939,Black,M,No,NA
1940,Black,M,Yes,0
1941,Black,M,No,NA
1942,Black,M,No,NA
1943,Black,M,No,NA
1944,Middle-Eastern,M,No,NA
1945,Black,M,No,NA
1946,Black,M,No,NA
1947,Black,F,No,NA
1948,Black,F,No,NA
1949,Black,M,Yes,0
1950,Black,M,No,NA
1951,Black,M,No,NA
1952,Black,M,Yes,0
1953,Black,M,No,NA
1954,Black,M,No,NA
1955,Black,M,No,NA
1956,Black,M,No,NA
1957,Black,M,No,NA
1958,Black,M,No,NA
1959,Unknown or Legacy,M,No,NA
1960,East/Southeast Asian,M,No,NA
1961,White,M,No,NA
1962,White,M,No,NA
1963,White,M,No,NA
1964,White,M,No,NA
1965,Black,M,No,NA
1966,Black,M,No,NA
1967,Black,M,No,NA
1968,Black,M,No,NA
1969,Black,M,No,NA
1970,White,M,No,NA
1971,White,M,No,NA
1972,White,M,No,NA
1973,White,M,No,NA
1974,Black,M,Yes,0
1975,Black,M,Yes,0
1976,Unknown or Legacy,U,No,NA
1977,Black,M,No,NA
1978,Black,M,Yes,0
1979,Black,M,No,NA
1980,Black,M,No,NA
1981,Indigenous,F,No,NA
1982,Black,M,No,NA
1983,Black,M,No,NA
1984,White,M,No,NA
1985,Black,M,No,NA
1986,Black,M,No,NA
1987,Black,M,No,NA
1988,Black,M,No,NA
1989,White,M,No,NA
1990,White,M,Yes,0
1991,White,M,No,NA
1992,White,M,No,NA
1993,White,M,No,NA
1994,White,M,No,NA
1995,White,M,No,NA
1996,White,M,No,NA
1997,White,M,No,NA
1998,White,M,No,NA
1999,White,M,No,NA
2000,White,M,No,NA
2001,Black,F,No,NA
2002,White,M,No,NA
2003,White,M,No,NA
2004,East/Southeast Asian,M,No,NA
2005,White,M,No,NA
2006,White,F,No,NA
2007,White,M,Yes,0
2008,White,M,No,NA
2009,White,M,Yes,1
2010,White,M,Yes,0
2011,White,M,Yes,0
2012,White,M,Yes,0
2013,White,M,Yes,0
2014,White,M,No,NA
2015,White,M,Yes,0
2016,White,M,Yes,0
2017,White,M,No,NA
2018,White,M,No,NA
2019,White,M,No,NA
2020,Unknown or Legacy,M,No,NA
2021,Black,M,No,NA
2022,Black,M,No,NA
2023,Black,M,No,NA
2024,White,M,No,NA
2025,Unknown or Legacy,F,Yes,0
2026,Indigenous,F,Yes,0
2027,Black,M,No,NA
2028,Black,M,No,NA
2029,Black,M,No,NA
2030,Black,M,No,NA
2031,White,M,No,NA
2032,White,M,No,NA
2033,Black,M,No,NA
2034,Black,M,No,NA
2035,Black,F,No,NA
2036,White,M,No,NA
2037,White,M,No,NA
2038,Indigenous,M,Yes,0
2039,Indigenous,M,No,NA
2040,Latino,M,No,NA
2041,White,M,No,NA
2042,White,M,No,NA
2043,Unknown or Legacy,M,No,NA
2044,Unknown or Legacy,F,No,NA
2045,Black,M,No,NA
2046,White,M,Yes,0
2047,Black,F,No,NA
2048,White,F,No,NA
2049,Black,M,No,NA
2050,White,M,No,NA
2051,White,F,No,NA
2052,Black,M,No,NA
2053,Black,M,No,NA
2054,Black,M,No,NA
2055,White,M,No,NA
2056,White,M,No,NA
2057,White,M,No,NA
2058,Black,M,No,NA
2059,White,M,No,NA
2060,White,M,No,NA
2061,White,M,No,NA
2062,White,M,No,NA
2063,White,M,No,NA
